,VOC,JSC,FF,PCE,Electrolyte,Active area,Co-adsorbent,Co-sensitizer,Semiconductor,Dye loading,Exposure time,Solar simulator,Performance comment,Article author,Article title,Article journal,Article volume,Article DOI,Article pages,Article issue nr,Article EID,Article year,Article year.1,Article electronic id,Article keywords,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent
1341,564.0,13.0,0.59,4.32,Iodide_Triiodide,0.16,-,-,TiO2 12 um thick,-,24 hours,AM 1.5G 100mW/cm2,-,Mao Liang and Wei Xu and Fengshi Cai and Peiquan Chen and Bo Peng and Jun Chen and Zhengming Li,New Triphenylamine-Based Organic Dyes for Efficient Dye-Sensitized Solar Cells,The Journal of Physical Chemistry C,111,10.1021/jp067930a,4465--4472,11,,01/01/2007,Liang_2007,,,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine,458.0,540.0,methanol
1342,476.0,2.2,0.6,0.63,Iodide_Triiodide,0.16,-,-,TiO2 12 um thick,-,24 hours,AM 1.5G 100mW/cm2,-,Mao Liang and Wei Xu and Fengshi Cai and Peiquan Chen and Bo Peng and Jun Chen and Zhengming Li,New Triphenylamine-Based Organic Dyes for Efficient Dye-Sensitized Solar Cells,The Journal of Physical Chemistry C,111,10.1021/jp067930a,4465--4472,11,,01/01/2007,Liang_2007,,,OC(=O)CN1C(=S)S/C(=C/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine,476.0,565.0,methanol
1343,464.0,16.15,68.0,5.1,Iodide_Triiodide,0.25,-,-,TiO2 12 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Fuling Guo and Xuepeng Liu and Yong Ding and Fantai Kong and Wangchao Chen and Li Zhou and Songyuan Dai,Broad spectral-response organic D{\textendash}A{\textendash}$\uppi${\textendash}A sensitizer with pyridine-diketopyrrolopyrrole unit for dye-sensitized solar cells,{RSC} Adv.,6,10.1039/c5ra27288b,13433--13441,16,,01/01/2016,Guo_2016,,,CCCCC(Cn1c(c2ccc(cn2)c2ccc(cc2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CC,triphenylamine,580.0,,THF
1352,693.0,11.16,0.66,5.11,Iodide_Triiodide,0.16,-,-,TiO2 5 um thick,310 nmol/cm2,4 hours,AM 1.5G 100mW/cm2,-,Roberto Grisorio and Luisa De Marco and Roberto Giannuzzi and Giuseppe Gigli and Gian Paolo Suranna,Molecular engineering of largely $\uppi$-extended metal-free sensitizers containing benzothiadiazole units: Approaching 10{\%} efficiency dye-sensitized solar cells using iodine-based electrolytes,Dyes and Pigments,131,10.1016/j.dyepig.2016.04.020,282--292,,,01/01/2016,Grisorio_2016,,,CCCCCCc1cc(sc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)OCC(CCCCC)CC,triphenylamine,527.0,,THF
1357,797.0,10.33,0.64,5.3,Iodide_Triiodide,0.13,-,-,TiO2 4.6 um thick,78 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Yanliang Liang and Bo Peng and Jing Liang and Zhanliang Tao and Jun Chen,"Triphenylamine-Based Dyes Bearing Functionalized 3,4-Propylenedioxythiophene Linkers with Enhanced Performance for Dye-Sensitized Solar Cells",Organic Letters,12,10.1021/ol902973r,1204--1207,6,,01/01/2010,Liang_2010,,,CCCC1(CCC)COc2c(OC1)c(sc2c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c2c1OCC(CO2)(CCC)CCC)/C=C(/C(=O)O)\C#N,triphenylamine,503.0,,THF
1358,793.0,9.45,0.67,5.04,Iodide_Triiodide,0.13,-,-,TiO2 4.6 um thick,62 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Yanliang Liang and Bo Peng and Jing Liang and Zhanliang Tao and Jun Chen,"Triphenylamine-Based Dyes Bearing Functionalized 3,4-Propylenedioxythiophene Linkers with Enhanced Performance for Dye-Sensitized Solar Cells",Organic Letters,12,10.1021/ol902973r,1204--1207,6,,01/01/2010,Liang_2010,,,CCCCCCC1(CCCCCC)COc2c(OC1)c(sc2c1sc(c2c1OCC(CO2)(CCCCCC)CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,502.0,,THF
1362,620.0,5.47,0.66,2.23,Iodide_Triiodide,0.25,-,-,TiO2 16-18 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Yan-Duo Lin and Ching-Ting Chien and Szu-Yu Lin and Heng-Hsuan Chang and Ching-Yang Liu and Tahsin J. Chow,Meta versus para substituent effect of organic dyes for sensitized solar cells,Journal of Photochemistry and Photobiology A: Chemistry,222,10.1016/j.jphotochem.2011.05.022,192--202,1,,01/01/2011,Lin_2011,,,N#C/C(=C\c1ccc(cc1)/C=C/c1cccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,433.0,519.0,THF
1363,640.0,10.44,0.62,4.12,Iodide_Triiodide,0.25,-,-,TiO2 16-18 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Yan-Duo Lin and Ching-Ting Chien and Szu-Yu Lin and Heng-Hsuan Chang and Ching-Yang Liu and Tahsin J. Chow,Meta versus para substituent effect of organic dyes for sensitized solar cells,Journal of Photochemistry and Photobiology A: Chemistry,222,10.1016/j.jphotochem.2011.05.022,192--202,1,,01/01/2011,Lin_2011,,,N#CC(=Cc1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,400.0,607.0,THF
1364,650.0,2.98,0.66,1.27,Iodide_Triiodide,0.25,-,-,TiO2 16-18 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Yan-Duo Lin and Ching-Ting Chien and Szu-Yu Lin and Heng-Hsuan Chang and Ching-Yang Liu and Tahsin J. Chow,Meta versus para substituent effect of organic dyes for sensitized solar cells,Journal of Photochemistry and Photobiology A: Chemistry,222,10.1016/j.jphotochem.2011.05.022,192--202,1,,01/01/2011,Lin_2011,,,N#CC(=Cc1cccc(c1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,395.0,504.0,THF
1366,580.0,1.47,0.57,0.48,Iodide_Triiodide,0.25,-,-,TiO2 16-18 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Yan-Duo Lin and Ching-Ting Chien and Szu-Yu Lin and Heng-Hsuan Chang and Ching-Yang Liu and Tahsin J. Chow,Meta versus para substituent effect of organic dyes for sensitized solar cells,Journal of Photochemistry and Photobiology A: Chemistry,222,10.1016/j.jphotochem.2011.05.022,192--202,1,,01/01/2011,Lin_2011,,,OC(=O)c1ccc(cc1)/C=C/c1cccc(c1)N(c1ccccc1)c1ccccc1,triphenylamine,385.0,489.0,THF
1367,620.0,4.62,0.62,1.78,Iodide_Triiodide,0.25,-,-,TiO2 16-18 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Yan-Duo Lin and Ching-Ting Chien and Szu-Yu Lin and Heng-Hsuan Chang and Ching-Yang Liu and Tahsin J. Chow,Meta versus para substituent effect of organic dyes for sensitized solar cells,Journal of Photochemistry and Photobiology A: Chemistry,222,10.1016/j.jphotochem.2011.05.022,192--202,1,,01/01/2011,Lin_2011,,,OC(=O)c1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,385.0,478.0,THF
1368,440.0,0.39,0.47,0.08,Iodide_Triiodide,0.25,-,-,TiO2 16-18 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Yan-Duo Lin and Ching-Ting Chien and Szu-Yu Lin and Heng-Hsuan Chang and Ching-Yang Liu and Tahsin J. Chow,Meta versus para substituent effect of organic dyes for sensitized solar cells,Journal of Photochemistry and Photobiology A: Chemistry,222,10.1016/j.jphotochem.2011.05.022,192--202,1,,01/01/2011,Lin_2011,,,OC(=O)c1cccc(c1)N(c1ccccc1)c1ccccc1,triphenylamine,346.0,442.0,THF
1369,600.0,2.31,0.6,0.83,Iodide_Triiodide,0.25,-,-,TiO2 16-18 um thick,-,12 hours,AM 1.5G 100mW/cm2,-,Yan-Duo Lin and Ching-Ting Chien and Szu-Yu Lin and Heng-Hsuan Chang and Ching-Yang Liu and Tahsin J. Chow,Meta versus para substituent effect of organic dyes for sensitized solar cells,Journal of Photochemistry and Photobiology A: Chemistry,222,10.1016/j.jphotochem.2011.05.022,192--202,1,,01/01/2011,Lin_2011,,,OC(=O)Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,329.0,425.0,THF
1370,690.0,16.59,0.64,7.36,Iodide_Triiodide,0.25,-,-,TiO2 15 um thick,450 nmol/cm2,-,AM 1.5G 100mW/cm2,-,Jiann T. Lin and Pin-Cheng Chen and Yung-Sheng Yen and Ying-Chan Hsu and Hsien-Hsin Chou and Ming-Chang P. Yeh,Organic Dyes Containing Furan Moiety for High-Performance Dye-Sensitized Solar Cells,Organic Letters,11,10.1021/ol8025236,97--100,1,,01/01/2009,Lin_2009,,,N#C/C(=C\c1ccc(o1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,469.0,533.0,THF
1371,680.0,14.16,0.66,6.3,Iodide_Triiodide,0.25,-,-,TiO2 15 um thick,-,-,AM 1.5G 100mW/cm2,-,Jiann T. Lin and Pin-Cheng Chen and Yung-Sheng Yen and Ying-Chan Hsu and Hsien-Hsin Chou and Ming-Chang P. Yeh,Organic Dyes Containing Furan Moiety for High-Performance Dye-Sensitized Solar Cells,Organic Letters,11,10.1021/ol8025236,97--100,1,,01/01/2009,Lin_2009,,,N#CC(=Cc1ccc(o1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,486.0,629.0,dichloromethane
1372,680.0,14.08,0.65,6.2,Iodide_Triiodide,0.25,-,-,TiO2 15 um thick,-,-,AM 1.5G 100mW/cm2,-,Jiann T. Lin and Pin-Cheng Chen and Yung-Sheng Yen and Ying-Chan Hsu and Hsien-Hsin Chou and Ming-Chang P. Yeh,Organic Dyes Containing Furan Moiety for High-Performance Dye-Sensitized Solar Cells,Organic Letters,11,10.1021/ol8025236,97--100,1,,01/01/2009,Lin_2009,,,N#C/C(=C\c1ccc(o1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,457.0,526.0,THF
1373,680.0,13.44,0.67,6.12,Iodide_Triiodide,0.25,-,-,TiO2 15 um thick,-,-,AM 1.5G 100mW/cm2,-,Jiann T. Lin and Pin-Cheng Chen and Yung-Sheng Yen and Ying-Chan Hsu and Hsien-Hsin Chou and Ming-Chang P. Yeh,Organic Dyes Containing Furan Moiety for High-Performance Dye-Sensitized Solar Cells,Organic Letters,11,10.1021/ol8025236,97--100,1,,01/01/2009,Lin_2009,,,N#CC(=Cc1ccc(o1)/C=C/c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,459.0,534.0,THF
1375,666.0,9.0,0.69,4.14,Iodide_Triiodide,0.16,-,-,TiO2 5 um thick,320 nmol/cm2,4 hours,AM 1.5G 100mW/cm2,-,Roberto Grisorio and Luisa De Marco and Roberto Giannuzzi and Giuseppe Gigli and Gian Paolo Suranna,Molecular engineering of largely $\uppi$-extended metal-free sensitizers containing benzothiadiazole units: Approaching 10{\%} efficiency dye-sensitized solar cells using iodine-based electrolytes,Dyes and Pigments,131,10.1016/j.dyepig.2016.04.020,282--292,,,01/01/2016,Grisorio_2016,,,CCCCCC(COc1ccc(cc1)N(c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CC,triphenylamine,535.0,,THF
1378,662.0,6.45,0.69,3.0,Iodide_Triiodide,0.28,-,-,TiO2 2 um thick,-,-,AM 1.5G 100mW/cm2,Quasi-solid state electrolyte,An. Margalias and K. Seintis and M.Z. Yigit and M. Can and D. Sygkridou and V. Giannetas and M. Fakis and E. Stathatos,The effect of additional electron donating group on the photophysics and photovoltaic performance of two new metal free D-$\uppi$-A sensitizers,Dyes and Pigments,121,10.1016/j.dyepig.2015.05.028,316--327,,,01/01/2015,Margalias_2015,,,OC(=O)c1ccc2c(c1)nc1n2c(=O)c2c3c1cccc3c(cc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,460.0,613.0,toluene
1379,663.0,6.83,0.74,3.4,Iodide_Triiodide,0.28,-,-,TiO2 2 um thick,-,-,AM 1.5G 100mW/cm2,Quasi-solid state electrolyte,An. Margalias and K. Seintis and M.Z. Yigit and M. Can and D. Sygkridou and V. Giannetas and M. Fakis and E. Stathatos,The effect of additional electron donating group on the photophysics and photovoltaic performance of two new metal free D-$\uppi$-A sensitizers,Dyes and Pigments,121,10.1016/j.dyepig.2015.05.028,316--327,,,01/01/2015,Margalias_2015,,,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc2c3c1cccc3c1n(c2=O)c2c(n1)cc(cc2)C(=O)O,triphenylamine,443.0,547.0,toluene
1380,610.0,9.99,0.71,4.36,Iodide_Triiodide,0.25,-,-,TiO2 film (11 um transparent + 4 um scat­tering layer),-,-,AM 1.5G 100mW/cm2,-,Chang Young Jung and Cheol Jun Song and Wang Yao and Jong Min Park and In Ho Hyun and Dong Hoon Seong and Jae Yun Jaung,Synthesis and performance of new quinoxaline-based dyes for dye sensitized solar cell,Dyes and Pigments,121,10.1016/j.dyepig.2015.05.019,204--210,,,01/01/2015,Jung_2015,,,COc1ccc(cc1)N1c2ccc(cc2Sc2c1cccc2)/C=C/c1nc2cc(ccc2nc1/C=C/c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OC)cccc1)C(=O)O,triphenylamine,477.0,,chloroform
1385,712.0,11.43,0.73,5.95,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um transparent + 6 um scat­tering layer),303 nmol/cm2,12 hours,AM 1.5G 100mW/cm2,-,Jen-Shyang Ni and Yi-Chi Yen and Jiann T. Lin,Organic sensitizers with a rigid dithienobenzotriazole-based spacer for high-performance dye-sensitized solar cells,J. Mater. Chem. A,4,10.1039/c6ta02275h,6553--6560,17,,01/01/2016,Ni_2016,,,CCCCCCc1cc(sc1/C=C(\C(=O)O)/C#N)c1sc2c(c1)c1nn(nc1c1c2sc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC(CCCC)CC,triphenylamine,478.0,,THF
1386,703.0,14.04,0.7,6.87,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um transparent + 6 um scat­tering layer),343 nmol/cm2,12 hours,AM 1.5G 100mW/cm2,-,Jen-Shyang Ni and Yi-Chi Yen and Jiann T. Lin,Organic sensitizers with a rigid dithienobenzotriazole-based spacer for high-performance dye-sensitized solar cells,J. Mater. Chem. A,4,10.1039/c6ta02275h,6553--6560,17,,01/01/2016,Ni_2016,,,CCCCC(Cn1nc2c(n1)c1cc(sc1c1c2cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,triphenylamine,468.0,,THF
1387,732.0,12.58,0.74,6.85,Iodide_Triiodide,0.16,-,-,TiO2 film (12 um transparent + 6 um scat­tering layer),362 nmol/cm2,12 hours,AM 1.5G 100mW/cm2,-,Jen-Shyang Ni and Yi-Chi Yen and Jiann T. Lin,Organic sensitizers with a rigid dithienobenzotriazole-based spacer for high-performance dye-sensitized solar cells,J. Mater. Chem. A,4,10.1039/c6ta02275h,6553--6560,17,,01/01/2016,Ni_2016,,,CCCCC(Cn1nc2c(n1)c1cc(sc1c1c2cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C=C(C(=O)O)C#N)CC,triphenylamine,434.0,,THF
1388,703.0,9.89,0.62,4.3,Iodide_Triiodide,-,-,-,TiO2 film,1570 nmol/cm2,18 hours,AM 1.5G 100mW/cm2,-,Shuguang Chen and Hailang Jia and Mengxi Zheng and Kang Shen and Hegen Zheng,Insight into the effects of modifying $\uppi$-bridges on the performance of dye-sensitized solar cells containing triphenylamine dyes,Phys. Chem. Chem. Phys.,18,10.1039/c6cp05173a,29555--29560,42,,01/01/2016,Chen_2016,,,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1sc2c(c1)c(OCCCCCCCC)c1c(c2OCCCCCCCC)cc(s1)c1ccc(s1)C(=O)O,triphenylamine,491.0,,THF
1389,720.0,9.85,0.645,4.6,Iodide_Triiodide,-,-,-,TiO2 film,1560 nmol/cm2,18 hours,AM 1.5G 100mW/cm2,-,Shuguang Chen and Hailang Jia and Mengxi Zheng and Kang Shen and Hegen Zheng,Insight into the effects of modifying $\uppi$-bridges on the performance of dye-sensitized solar cells containing triphenylamine dyes,Phys. Chem. Chem. Phys.,18,10.1039/c6cp05173a,29555--29560,42,,01/01/2016,Chen_2016,,,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1sc2c(c1)c(OCCCCCCCC)c1c(c2OCCCCCCCC)cc(s1)c1ccc(cc1)C(=O)O,triphenylamine,491.0,,THF
1390,732.0,12.0,0.7,6.1,Iodide_Triiodide,-,-,-,TiO2 film,1420 nmol/cm2,18 hours,AM 1.5G 100mW/cm2,-,Shuguang Chen and Hailang Jia and Mengxi Zheng and Kang Shen and Hegen Zheng,Insight into the effects of modifying $\uppi$-bridges on the performance of dye-sensitized solar cells containing triphenylamine dyes,Phys. Chem. Chem. Phys.,18,10.1039/c6cp05173a,29555--29560,42,,01/01/2016,Chen_2016,,,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC,triphenylamine,479.0,,THF
1392,700.0,7.6,0.75,3.98,Iodide_Triiodide,0.25,-,-,TiO2 film (11 um transparent + 4 um scat­tering layer),-,-,AM 1.5G 100mW/cm2,-,Chang Young Jung and Cheol Jun Song and Wang Yao and Jong Min Park and In Ho Hyun and Dong Hoon Seong and Jae Yun Jaung,Synthesis and performance of new quinoxaline-based dyes for dye sensitized solar cell,Dyes and Pigments,121,10.1016/j.dyepig.2015.05.019,204--210,,,01/01/2015,Jung_2015,,,CC(CCOc1ccc(cc1)N(c1ccc(cc1)OCCC(C)C)c1ccc(cc1)/C=C/c1nc2cc(ccc2nc1/C=C/c1ccc(cc1)N(c1ccc(cc1)OCCC(C)C)c1ccc(cc1)OCCC(C)C)C(=O)O)C,triphenylamine,484.0,,chloroform
1393,650.0,8.72,0.73,4.1,Iodide_Triiodide,0.25,-,-,TiO2 film (11 um transparent + 4 um scat­tering layer),-,-,AM 1.5G 100mW/cm2,-,Chang Young Jung and Cheol Jun Song and Wang Yao and Jong Min Park and In Ho Hyun and Dong Hoon Seong and Jae Yun Jaung,Synthesis and performance of new quinoxaline-based dyes for dye sensitized solar cell,Dyes and Pigments,121,10.1016/j.dyepig.2015.05.019,204--210,,,01/01/2015,Jung_2015,,,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)/C=C/c1nc2cc(ccc2nc1/C=C/c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)C(=O)O,triphenylamine,482.0,,chloroform
1396,826.0,11.54,0.72,6.86,Iodide_Triiodide,0.158,-,-,TiO2 3 um thick,-,-,AM 1.5G 100mW/cm2,-,Zhihui Wang and Mao Liang and He Wang and Peng Wang and Fangyi Cheng and Zhe Sun and Xue Song,"Joint Electrical, Photophysical, and Photovoltaic Studies on Truxene Dye-Sensitized Solar Cells: Impact of Arylamine Electron Donors",ChemSusChem,7,10.1002/cssc.201301155,795--803,3,,01/01/2014,Wang_2014,,,CCCCCCOc1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)c(cs1)C=C(C(=O)O)C#N,triphenylamine,532.0,,dichloromethane
1398,630.0,6.05,0.66,2.52,Iodide_Triiodide,-,-,-,TiO2 film,-,24 hours,AM 1.5G 100mW/cm2,-,Alexis Tigreros and Vivek Dhas and Alejandro Ortiz and Braulio Insuasty and Nazario Mart{\'{\i}}n and Luis Echegoyen,Influence of acetylene-linked $\uppi$-spacers on triphenylamine{\textendash}fluorene dye sensitized solar cells performance,Solar Energy Materials and Solar Cells,121,10.1016/j.solmat.2013.10.035,61--68,,,01/01/2014,Tigreros_2014,,,CCCCCCCCC1(CCCCCCCC)c2cc(C#CC#Cc3ccc(cc3)N(c3ccccc3)c3ccccc3)ccc2c2c1cc(cc2)C=C(C(=O)O)C#N,triphenylamine,389.0,480.0,THF
1399,824.0,11.5,0.72,6.82,Iodide_Triiodide,0.158,-,-,TiO2 3 um thick,-,-,AM 1.5G 100mW/cm2,-,Zhihui Wang and Mao Liang and He Wang and Peng Wang and Fangyi Cheng and Zhe Sun and Xue Song,"Joint Electrical, Photophysical, and Photovoltaic Studies on Truxene Dye-Sensitized Solar Cells: Impact of Arylamine Electron Donors",ChemSusChem,7,10.1002/cssc.201301155,795--803,3,,01/01/2014,Wang_2014,,,CCCCCCOc1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1)c1ccc(cc1)c1cc2c(s1)c1c(n2c2ccc(cc2)OCCCCCC)c(cs1)C=C(C(=O)O)C#N,triphenylamine,,,-
1408,680.0,6.45,0.59,2.57,Iodide_Triiodide,0.25,-,-,TiO2 10 um thick,-,-,AM 1.5G 100mW/cm2,-,Haluk Din{\c{c}}alp and Gözde Murat Saltan and Deniz Aykut and Ceylan Zafer,Impact of the different electron-releasing subunits on the dye-sensitized solar cell performance of new triphenylamine{\textendash}benzimidazole based molecules,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,149,10.1016/j.saa.2015.04.074,157--165,,,01/01/2015,Din_alp_2015,,,COc1cccc(c1)c1ccc(c2c1[nH]c(n2)c1ccc(cc1)N(c1ccc(cc1)/C=C(\C(=O)O)/[N+]#[C-])c1ccc(cc1)Br)c1cccc(c1)OC,triphenylamine,423.0,547.0,chloroform
1409,640.0,7.2,0.58,2.65,Iodide_Triiodide,0.25,-,-,TiO2 10 um thick,-,-,AM 1.5G 100mW/cm2,-,Haluk Din{\c{c}}alp and Gözde Murat Saltan and Deniz Aykut and Ceylan Zafer,Impact of the different electron-releasing subunits on the dye-sensitized solar cell performance of new triphenylamine{\textendash}benzimidazole based molecules,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,149,10.1016/j.saa.2015.04.074,157--165,,,01/01/2015,Din_alp_2015,,,COc1cccc(c1)c1ccc(c2c1[nH]c(n2)c1ccc(cc1)N(c1ccc(cc1)c1cccc(c1)N(C)C)c1ccc(cc1)/C=C(\C(=O)O)/[N+]#[C-])c1cccc(c1)OC,triphenylamine,428.0,557.0,chloroform
1410,740.0,9.03,0.64,4.31,Iodide_Triiodide,0.25,-,-,TiO2 10 um thick,-,-,AM 1.5G 100mW/cm2,-,Haluk Din{\c{c}}alp and Gözde Murat Saltan and Deniz Aykut and Ceylan Zafer,Impact of the different electron-releasing subunits on the dye-sensitized solar cell performance of new triphenylamine{\textendash}benzimidazole based molecules,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,149,10.1016/j.saa.2015.04.074,157--165,,,01/01/2015,Din_alp_2015,,,COc1cccc(c1)c1ccc(cc1)N(c1ccc(cc1)/C=C(\C(=O)O)/[N+]#[C-])c1ccc(cc1)c1nc2c([nH]1)c(ccc2c1cccc(c1)OC)c1cccc(c1)OC,triphenylamine,428.0,554.0,chloroform
1412,650.0,6.21,0.72,2.69,Iodide_Triiodide,0.25,-,-,TiO2 12-13 um thick,-,4 hours,AM 1.5G 100mW/cm2,-,K. Narayanaswamy and T. Swetha and Gaurav Kapil and Shyam S. Pandey and Shuzi Hayase and Surya Prakash Singh,Simple Metal-Free Dyes Derived from Triphenylamine for {DSSC}: A Comparative Study of Two Different Anchoring Group,Electrochimica Acta,169,10.1016/j.electacta.2015.04.071,256--263,,,01/01/2015,Narayanaswamy_2015,,,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O,triphenylamine,494.0,,chloroform
1414,600.0,4.65,0.68,1.89,Iodide_Triiodide,0.25,-,-,TiO2 12-13 um thick,-,4 hours,AM 1.5G 100mW/cm2,-,K. Narayanaswamy and T. Swetha and Gaurav Kapil and Shyam S. Pandey and Shuzi Hayase and Surya Prakash Singh,Simple Metal-Free Dyes Derived from Triphenylamine for {DSSC}: A Comparative Study of Two Different Anchoring Group,Electrochimica Acta,169,10.1016/j.electacta.2015.04.071,256--263,,,01/01/2015,Narayanaswamy_2015,,,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc(cc1)/C=C(\C(=O)O)/C#N,triphenylamine,468.0,,chloroform
1422,741.0,13.13,0.73,7.09,Iodide_Triiodide,0.25,-,-,TiO2 film (12 um transparent + 6 um scat­tering layer),-,12 hours,AM 1.5G 100mW/cm2,-,Yung-Sheng Yen and Jen-Shyang Ni and Wei-I Hung and Chih-Yu Hsu and Hsien-Hsin Chou and Jiann-T$\prime$suen Lin,"Naphtho[2,3-c][1,2,5]thiadiazole and 2H-Naphtho[2,3-d][1,2,3]triazole-Containing D{\textendash}A-$\uppi${\textendash}A Conjugated Organic Dyes for Dye-Sensitized Solar Cells",{ACS} Applied Materials {\&} Interfaces,8,10.1021/acsami.6b00806,6117--6126,9,,01/01/2016,Yen_2016,,,CCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(cc2)N(c2ccc(cc2)OCCCCCC)c2ccc(cc2)OCCCCCC)cccc1,triphenylamine,454.0,,THF
1424,707.0,14.73,0.69,7.23,Iodide_Triiodide,0.25,-,-,TiO2 film (12 um transparent + 6 um scat­tering layer),-,12 hours,AM 1.5G 100mW/cm2,-,Yung-Sheng Yen and Jen-Shyang Ni and Wei-I Hung and Chih-Yu Hsu and Hsien-Hsin Chou and Jiann-T$\prime$suen Lin,"Naphtho[2,3-c][1,2,5]thiadiazole and 2H-Naphtho[2,3-d][1,2,3]triazole-Containing D{\textendash}A-$\uppi${\textendash}A Conjugated Organic Dyes for Dye-Sensitized Solar Cells",{ACS} Applied Materials {\&} Interfaces,8,10.1021/acsami.6b00806,6117--6126,9,,01/01/2016,Yen_2016,,,CCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(cc2)N(c2ccc(cc2)OCCCCCC)c2ccc(cc2)OCCCCCC)cccc1,triphenylamine,464.0,,THF
