,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent,VOC,JSC,FF,PCE,Molecule Graph
1732,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,455.0,,chloroform,600.0,8.79,0.76,4.02,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D440>
1733,CCCCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCCCC)c2cc3c4cc5Cc6c(c5cc4C(c3cc2c2c1cc1c3ccc(cc3C(c1c2)(CCCCCCCC)CCCCCCCC)N(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)(c1ccc(cc1)CCCCCCCC)c1ccc(cc1)CCCCCCCC)ccc(c6)/C=C(/C(=O)O)\C#N,triphenylamine,444.0,,dichloromethane,478.0,5.14,0.43,1.1,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D490>
1734,N#CC(=Cc1sc(c(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,430.0,570.0,THF,678.0,7.5,0.75,3.77,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D4E0>
1735,N#CC(=Cc1ccc(s1)c1sc(c(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,443.0,572.0,THF,669.0,9.88,0.74,4.88,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D530>
1736,N#CC(=Cc1ccc(s1)c1ccc(s1)c1sc(c(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,456.0,570.0,THF,610.0,8.66,0.76,4.01,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D580>
1738,OC(=O)C(=Cc1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,425.0,562.0,dichloromethane,700.0,6.42,0.74,3.33,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D5D0>
1739,CCOC(=O)/C(=C\c1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,414.0,550.0,dichloromethane,720.0,4.67,0.72,2.43,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D620>
1740,N#C/C(=C\c1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/S(=O)(=O)O,triphenylamine,422.0,548.0,dichloromethane,620.0,3.78,0.63,1.49,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D670>
1741,O/N=C/C(=C/c1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C#N,triphenylamine,426.0,575.0,dichloromethane,640.0,1.04,0.65,0.44,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D6C0>
1743,CCCCCCCCN1c2cc(ccc2/C(=C\2/c3ccc(cc3N(C2=O)CCCCCCCC)c2ccc(o2)/C=C(\C(=O)O)/C#N)/C1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,571.0,,dichloromethane,513.0,12.24,0.62,3.92,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D710>
1744,CCCCCCCCN1c2cc(ccc2/C(=C\2/c3ccc(cc3N(C2=O)CCCCCCCC)c2ccc(cc2)/C=C(/C(=O)O)\C#N)/C1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,537.0,,dichloromethane,596.0,8.72,0.64,3.33,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D760>
1745,CCCCCCCCN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(s2)/C=C(\C(=O)O)/C#N)CCCCCCCC)/C1=O)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,triphenylamine,584.0,,dichloromethane,540.0,13.66,0.59,4.36,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D7B0>
1746,CCCCCCCCN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(o2)/C=C(\C(=O)O)/C#N)CCCCCCCC)/C1=O)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,triphenylamine,589.0,,dichloromethane,536.0,13.27,0.62,4.41,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D800>
1747,CCCCCCCCN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(cc2)/C=C(/C(=O)O)\C#N)CCCCCCCC)/C1=O)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,triphenylamine,568.0,,dichloromethane,574.0,15.5,0.6,5.35,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D850>
1751,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cc(cc2)C=C(C(=O)O)C#N)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,393.0,545.0,THF,680.0,7.78,0.66,3.5,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D8A0>
1752,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cc(cc2)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C#Cc1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1c2ccc(c1)C=C(C(=O)O)C#N,triphenylamine,397.0,470.0,THF,670.0,4.35,0.62,1.8,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D8F0>
1754,CCCCC(COc1c(/C=C/c2sc(cc2CCCCCC)c2ccc(c3c2nsn3)c2scc(c2)CCCCCC)cc(cc1/C=C/c1sc(cc1CCCCCC)c1ccc(c2c1nsn2)c1scc(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)CC,triphenylamine,492.0,631.0,chloroform,520.0,5.83,0.72,2.18,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D940>
1756,CCCCCCCCOc1c(/C=C/C=C/c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)cc(cc1/C=C/C=C/c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N,triphenylamine,410.0,457.0,chloroform,700.0,13.26,0.73,6.8,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D990>
1761,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)c2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,562.0,,dichloromethane,505.0,5.3,0.65,1.7,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4D9E0>
1762,CCCCCCOc1ccc(cc1)n1c2cc(sc2c2c1c1c(s2)c2c(n1c1ccc(cc1)OCCCCCC)cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine,560.0,,dichloromethane,613.0,8.5,0.67,3.5,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DA30>
1763,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(\C(=O)O)/C#N,triphenylamine,525.0,,dichloromethane,655.0,11.6,0.68,5.2,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DA80>
1764,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc2c(c1)C(=O)c1c2ccc(c1)c1cc(c(s1)C=C(C#N)C#N)CCCCCC,triphenylamine,,,chloroform,540.0,4.73,0.71,1.81,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DAD0>
1765,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc2c(c1)C(=C(C#N)C#N)c1c2ccc(c1)c1cc(c(s1)C=C(C(=O)O)C#N)CCCCCC,triphenylamine,303.0,,chloroform,540.0,3.13,0.73,1.25,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DB20>
1767,CCCCCCc1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)CCCCCC,triphenylamine,493.0,,dichloromethane,757.0,11.1,0.67,5.63,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DB70>
1768,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccccc1)c1ccc(cc1)c1ccccc1)/C(=O)O,triphenylamine,468.0,,dichloromethane,750.0,10.6,0.66,5.25,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DBC0>
1769,N#CC(=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,365.0,537.0,THF,644.0,6.9,0.68,3.02,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DC10>
1770,N#CC(=Cc1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,437.0,,dichloromethane,637.0,10.4,0.71,4.7,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DC60>
1778,CCCCCCCCN1C(=S)S/C(=c\2/s/c(=C/c3ccc(cc3)N(c3ccc(cc3)/C=c/3\s/c(=C\4/SC(=S)N(C4=O)CCCCCCCC)/n(c3=O)CC(=O)O)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,triphenylamine,535.0,612.0,chloroform,534.0,13.16,0.66,4.64,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DCB0>
1779,CCCCCCCCN1C(=S)S/C(=c\2/s/c(=C\c3ccc(cc3)N(c3ccc(cc3)C)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,triphenylamine,497.0,623.0,acetonitrile/tert-butanol,520.0,12.94,0.67,4.59,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DD00>
1780,CCCCCCCCN1C(=S)S/C(=c\2/s/c(=C\c3ccc(cc3)N(c3ccc(cc3)/C=c/3\s/c(=C\4/SC(=S)N(C4=O)CCCCCCCC)/n(c3=O)CC(=O)O)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,triphenylamine,518.0,641.0,acetonitrile/tert-butanol,550.0,15.03,0.63,5.3,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DD50>
1782,N#CC(=Cc1ccc(cc1)c1nnc(o1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)C(=O)O,triphenylamine,385.0,540.0,THF,650.0,7.08,0.7,3.21,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DDA0>
1783,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc2c(c1)C(=O)c1c2ccc(c1)c1cc(c(s1)C=C(C(=O)O)C#N)CCCCCC,triphenylamine,303.0,,chloroform,660.0,13.39,0.6,5.33,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DDF0>
1784,CCCCCCCCN1C(=S)S/C(=c\2/s/c(=C/c3ccc(cc3)N(c3ccc(cc3)/C=c/3\s/c(=C\4/SC(=S)N(C4=O)CCCCCCCC)/n(c3=O)CC(=O)O)c3ccc(cc3)/C=c/3\s/c(=C\4/SC(=S)N(C4=O)CCCCCCCC)/n(c3=O)CC(=O)O)/c(=O)n2CC(=O)O)/C1=O,triphenylamine,500.0,636.0,acetonitrile/tert-butanol,410.0,9.37,0.68,2.61,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DE40>
1790,CCCCCCCCN1c2cc(ccc2/C(=C\2/c3ccc(cc3N(C2=O)CCCCCCCC)c2ccc(s2)/C=C(\C(=O)O)/C#N)/C1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,563.0,,dichloromethane,559.0,9.89,0.64,3.52,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DE90>
1791,Oc1nc2ccc(cc2nc1O)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,346.0,,"ethanol and dichloromethane (v/v, 4/1)",615.0,2.78,0.69,1.18,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DEE0>
1793,N#C/C(=C\c1ccc(s1)C#Cc1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,diphenylamine,396.0,509.0,THF,541.0,5.45,0.67,1.99,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DF30>
1795,Oc1nc2ccc(cc2nc1O)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,382.0,,"ethanol and dichloromethane (v/v, 4/1)",580.0,3.99,0.684,1.58,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC4DF80>
1799,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc2c(s1)c1c(n2c2ccc(cc2)N(c2ccc(cc2)OCCCCCC)c2ccc(cc2)OCCCCCC)cc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,533.0,,dichloromethane,751.0,11.1,0.69,5.75,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30F80>
1800,CCCCCCOc1ccc(cc1)N(c1cc(cc(c1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,440.0,645.0,THF,450.0,1.34,0.76,0.46,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30F30>
1804,OC(=O)CN1C(=S)SC(=Cc2ccc(cc2)N(c2ccc(cc2)c2ccc3c(c2)[nH]c2c3cccc2)c2ccccc2)C1=O,triphenylamine,470.0,,ethanol,580.0,10.6,0.579,3.54,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30EE0>
1805,OC(=O)CN1C(=S)SC(=Cc2ccc(cc2)N(c2ccc(cc2)c2ccc3c(c2)[nH]c2c3cccc2)c2ccc(cc2)C=C2SC(=S)N(C2=O)CC(=O)O)C1=O,triphenylamine,491.0,,ethanol,610.0,12.7,0.598,4.63,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30E90>
1806,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccc(cc2)c2ccc3c(c2)[nH]c2c3cccc2)c2ccc(cc2)c2ccc3c(c2)[nH]c2c3cccc2)/C1=O,triphenylamine,477.0,,ethanol,590.0,5.06,0.561,1.67,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30E40>
1808,CCCCC(Cn1nc2c(n1)c(ccc2/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC,triphenylamine,430.0,,THF,709.0,10.58,0.76,5.67,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30DF0>
1809,CCCCC(Cn1nc2c(n1)c1cc(sc1c1c2cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C=C(/C(=O)O)\C#N)CC,triphenylamine,434.0,,THF,732.0,12.12,0.76,6.83,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30DA0>
1810,CCCCCCN1C2CC(SC2C2C1C1N(CCCCCC)C3C(C1C1C2NN(N1)CC(CCCC)CC)SC(C3)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,480.0,,THF,739.0,16.39,0.67,8.14,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30D50>
1821,CCCCCCOc1ccc(cc1)c1c2cc(ccc2c(c2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine,490.0,,dichloromethane,695.0,13.95,0.65,6.34,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30D00>
1822,CCCCCCOc1ccc(cc1)c1c2cc(ccc2c(c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)OCCCCCC)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine,499.0,,dichloromethane,722.0,12.95,0.69,6.44,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30CB0>
1823,CCCCCCOc1ccc(cc1)c1c2cc(ccc2c(c2c1ccc(c2)C=C(C(=O)O)C#N)c1ccc(cc1)OCCCCCC)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,triphenylamine,499.0,,dichloromethane,698.0,10.68,0.69,5.15,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30C60>
1826,CCCOc1c2Cc3cc(cc(c3OCCCCC(=O)COc3cc(sc3c3ccc(cc3)N(c3ccccc3)c3ccccc3)/C=C(\C(=O)O)/C#N)Cc3cc(cc(Cc4c(c(Cc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)OCCC)c3OCCC)C(C)(C)C)C(C)(C)C,triphenylamine,456.0,570.0,dichloromethane,743.0,6.14,67.73,3.09,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30C10>
1828,CCCOc1c2Cc3cc(cc(c3OCCCCCC(=O)COc3cc(sc3c3ccc(cc3)N(c3ccccc3)c3ccccc3)/C=C(\C(=O)O)/C#N)Cc3cc(cc(Cc4c(c(Cc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)OCCCCC(=O)COc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C=C(\C(=O)O)/C#N)c3OCCC)C(C)(C)C)C(C)(C)C,triphenylamine,451.0,583.0,dichloromethane,732.0,7.82,62.11,3.56,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30BC0>
1829,N#CC(=Cc1ccc(c(c1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C#C)C(=O)O,triphenylamine,350.0,,chloroform,509.0,2.63,60.87,0.82,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30B70>
1830,N#CC(=Cc1ccc(c(c1)C#C)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,424.0,,chloroform,607.0,7.46,69.1,3.26,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30B20>
1831,N#CC(=Cc1ccc(c(c1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,418.0,,chloroform,730.0,12.28,60.43,5.41,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30AD0>
1832,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1cc[n+](cc1)CC(=O)O,triphenylamine,486.0,,dichloromethane,670.0,11.9,0.741,5.9,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30A80>
1836,OC(=O)C[n+]1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,483.0,,dichloromethane,614.0,5.9,0.726,2.6,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30A30>
1843,CCCCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCCCC)c2cc3c4ccc(cc4C(c3cc2c2c1cc1c3cc4Cc5c(c4cc3C(c1c2)(c1ccc(cc1)CCCCCCCC)c1ccc(cc1)CCCCCCCC)ccc(c5)/C=C(/C(=O)O)\C#N)(CCCCCCCC)CCCCCCCC)N(c1ccc(cc1)C)c1ccc(cc1)C,triphenylamine,457.0,,dichloromethane,522.0,8.57,0.52,2.3,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC309E0>
1844,CCCCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCCCC)c2cc3c4cc5c(cc4C(c3cc2c2c1cc1c(c2)Cc2c1ccc(c2)/C=C(/C(=O)O)\C#N)(c1ccc(cc1)CCCCCCCC)c1ccc(cc1)CCCCCCCC)c1c(C5(CCCCCCCC)CCCCCCCC)cc(cc1)N1c2ccccc2Sc2c1cccc2,triphenylamine,442.0,,dichloromethane,526.0,6.83,0.5,1.8,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30990>
1848,N#CC(=Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,491.0,,THF,546.0,10.44,0.66,3.77,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30940>
1850,N#CC(=Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,541.0,,THF,517.0,3.21,0.69,1.15,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC308F0>
1855,N#CC(=Cc1ccc(s1)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,401.0,583.0,dichloromethane,708.0,5.54,0.7879999999999999,3.09,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC308A0>
1856,N#CC(=Cc1ccc(cc1)C=Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine,418.0,629.0,dichloromethane,726.0,8.78,0.807,5.14,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30850>
1861,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cc(cc2)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C=C/c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1c2ccc(c1)C=C(C(=O)O)C#N,triphenylamine,417.0,561.0,dichloromethane,810.0,9.22,0.6,4.49,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30800>
1871,CCCCCCN(c1ccc(cc1)/C=C(/c1ccc(cc1)c1ccc(cc1)/C=C(\C(=O)O)/C#N)\C#N)c1ccc(cc1)/C=C(/c1ccc(cc1)c1ccc(cc1)/C=C(\C(=O)O)/C#N)\C#N,diphenylamine,446.0,536.0,DMF,832.0,1.67,0.622,1.02,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC307B0>
1872,CCCCCCN(c1ccc(cc1)/C=C(/c1ccc(cc1)c1ccc(cc1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)\C#N)c1ccc(cc1)/C=C(/c1ccc(cc1)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O)\C#N,diphenylamine,458.0,544.0,DMF,545.0,2.15,0.4093,0.56,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30760>
1873,CCCCCCN(c1ccc(cc1)/C=C(/c1ccc(s1)/C=C(/C(=O)O)\C#N)\C#N)c1ccc(cc1)/C=C(/c1ccc(s1)/C=C(/C(=O)O)\C#N)\C#N,diphenylamine,458.0,582.0,DMF,612.0,7.01,0.627,3.16,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30710>
1874,N#C/C(=C\c1ccc(cc1)C#Cc1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,diphenylamine,384.0,449.0,THF,587.0,7.36,0.69,3.0,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC306C0>
1877,CCCCCCCCOc1c(OCCCCCCCC)c(c2ccc(s2)N(c2ccccc2)c2ccccc2)c2c(c1c1ccc(cc1)/C=C(\C(=O)O)/C#N)nsn2,diphenylamine,483.0,,dichloromethane,686.0,15.05,64.53,6.66,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30670>
1878,CCCCCCCCOc1c(OCCCCCCCC)c(c2ccc(s2)N(c2ccccc2)c2ccccc2)c2c(c1c1ccc(o1)/C=C(\C(=O)O)/C#N)nsn2,diphenylamine,525.0,,dichloromethane,662.0,16.88,64.03,7.16,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30620>
1879,CCCCCCCCOc1c(OCCCCCCCC)c(c2ccc(s2)N(c2ccccc2)c2ccccc2)c2c(c1c1ccc(s1)/C=C(\C(=O)O)/C#N)nsn2,diphenylamine,531.0,,dichloromethane,629.0,15.37,64.02,6.19,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC305D0>
1889,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N,triphenylamine,501.0,531.0,acetonitrile,760.0,12.3,0.76,6.28,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30580>
1891,N#C/C(=C/1\CC(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)CC(C1)(C)C)/C(=O)O,triphenylamine,478.0,,dichloromethane,640.0,12.18,0.63,4.92,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30530>
1892,N#C/C(=C/1\CC(/C=C/c2ccc(cc2)N(c2cccc3c2cccc3)c2ccccc2)CC(C1)(C)C)/C(=O)O,triphenylamine,476.0,,dichloromethane,650.0,12.43,0.63,5.08,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC304E0>
1893,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)/C=C/C1C/C(=C(/C(=O)O)\C#N)/CC(C1)(C)C,triphenylamine,504.0,,dichloromethane,660.0,13.44,0.6,5.37,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30490>
1902,CCCCCCn1nc2c(n1)c(ccc2c1ccc(o1)C=C(C(=O)O)C#N)c1ccc(o1)c1ccc(cc1)N(c1ccccc1)C(=CC)C=C,triphenylamine,460.0,565.0,THF,680.0,10.3,0.62,4.37,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30440>
1906,N#C/C(=C\c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,380.0,,THF,650.0,11.43,0.62,4.58,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC303F0>
1907,N#C/C(=C\c1ccc(s1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,416.0,583.0,THF,650.0,13.86,0.57,5.14,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC303A0>
1908,N#C/C(=C\c1ccc(cc1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,440.0,,dichloromethane,690.0,15.36,0.5,5.25,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30350>
1913,N#C/C(=C\c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,375.0,,THF,680.0,11.24,0.6,4.6,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC30300>
1914,N#C/C(=C\c1ccc(cc1)c1ccc(s1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,422.0,,THF,740.0,16.81,0.57,7.08,<rdkit.Chem.rdchem.Mol object at 0x00000269EEC302B0>
